Date,Location,Latitude,Longitude,Temperature (°C),Humidity (%),Wind_Speed (m/s),Solar_Irradiance (W/m²),Cloud_Cover (%),Precipitation (mm),Sunshine_Hours,Month,Season,Solar_Energy_Output (kWh)
2024-07-18,Delhi,28.6139,77.209,34.4,28.651578163365702,2.83,926.7,17.51097262054637,3.6,11.9,7,Monsoon,47.66
2024-07-19,Kolkata,22.5726,88.3639,23.2,59.19289930703617,3.09,631.0,4.34394016700892,1.8,9.5,7,Monsoon,29.79
2024-07-20,Bangalore,12.9716,77.5946,26.8,47.503791950784866,2.43,633.7,19.536398123389695,5.9,8.8,7,Monsoon,31.36
2024-07-21,Bangalore,12.9716,77.5946,26.6,30.415353896627423,3.83,768.0,9.08188074331038,0.3,7.4,7,Monsoon,39.63
2024-07-22,Pune,18.5204,73.8567,26.4,40.995223893271394,2.09,878.6,47.54460115790852,1.0,9.6,7,Monsoon,43.79
2024-07-23,Bangalore,12.9716,77.5946,29.1,48.567724928385815,3.15,637.5,20.03176310643817,1.2,4.6,7,Monsoon,31.96
2024-07-24,Bangalore,12.9716,77.5946,33.6,57.40775291877081,3.85,814.2,22.73651566197189,1.5,9.6,7,Monsoon,41.38
2024-07-25,Bangalore,12.9716,77.5946,36.4,46.8604831855464,2.68,848.2,21.157148970739453,2.8,6.5,7,Monsoon,41.84
2024-07-26,Pune,18.5204,73.8567,33.4,57.321928652772144,3.91,902.9,0.06806045903284286,2.8,7.9,7,Monsoon,46.25
2024-07-27,Chennai,13.0827,80.2707,29.0,10.0,2.63,928.0,34.872698055182525,3.0,5.1,7,Monsoon,45.74
2024-07-28,Jaipur,26.9124,75.7873,25.6,64.51592001864195,4.66,784.7,27.23840220882571,3.5,4.6,7,Monsoon,36.79
2024-07-29,Hyderabad,17.385,78.4867,30.4,54.720861607990244,5.53,782.6,25.907306835242498,1.6,11.3,7,Monsoon,40.09
2024-07-30,Jaipur,26.9124,75.7873,29.9,52.265176924264445,2.86,705.4,18.713110069995853,2.9,10.7,7,Monsoon,36.5
2024-07-31,Bangalore,12.9716,77.5946,24.2,59.626622576368675,1.99,863.7,18.613387809648636,1.1,8.6,7,Monsoon,43.88
2024-08-01,Kolkata,22.5726,88.3639,36.0,43.84079873277607,4.0,718.1,27.684651296570507,3.7,6.6,8,Monsoon,35.84
2024-08-02,Delhi,28.6139,77.209,27.7,53.45182876571223,4.35,815.0,2.814174397693648,0.5,10.6,8,Monsoon,41.84
2024-08-03,Bangalore,12.9716,77.5946,28.4,22.20262703479375,2.76,589.0,6.280919586488004,0.6,9.6,8,Monsoon,32.33
2024-08-04,Kolkata,22.5726,88.3639,37.3,52.68272349834658,2.42,738.7,17.150847969641625,0.4,10.7,8,Monsoon,37.59
2024-08-05,Delhi,28.6139,77.209,28.3,48.185992120014376,3.68,888.0,27.404537271316975,1.2,11.0,8,Monsoon,43.39
2024-08-06,Pune,18.5204,73.8567,27.0,78.93241433462849,3.22,860.2,31.765148371655897,1.1,4.9,8,Monsoon,42.36
2024-08-07,Delhi,28.6139,77.209,29.5,62.627636669583126,3.75,611.9,3.2089524254246733,4.3,12.0,8,Monsoon,32.36
2024-08-08,Chennai,13.0827,80.2707,31.0,28.550718737016773,4.24,983.3,27.20305635429686,0.8,9.3,8,Monsoon,51.04
2024-08-09,Pune,18.5204,73.8567,32.7,66.97164945867632,3.21,721.2,35.20499474399359,1.0,10.9,8,Monsoon,36.55
2024-08-10,Delhi,28.6139,77.209,28.5,44.741637451892686,3.61,718.6,22.516216797481803,0.6,6.7,8,Monsoon,35.27
2024-08-11,Kolkata,22.5726,88.3639,25.2,33.075674362926094,4.05,613.7,32.06256232554967,2.9,8.1,8,Monsoon,31.03
2024-08-12,Hyderabad,17.385,78.4867,34.4,30.868002250404434,5.2,694.3,0.0,2.9,9.5,8,Monsoon,36.27
2024-08-13,Delhi,28.6139,77.209,30.0,62.25334497719733,2.6,837.7,26.415199399435988,2.1,8.5,8,Monsoon,42.03
2024-08-14,Pune,18.5204,73.8567,29.5,35.381923546939426,4.18,793.8,51.39142692880134,1.5,11.2,8,Monsoon,40.01
2024-08-15,Ahmedabad,23.0225,72.5714,30.3,26.592870290252236,3.65,792.8,15.440129832312618,1.6,7.8,8,Monsoon,40.35
2024-08-16,Hyderabad,17.385,78.4867,33.6,40.3992438991818,2.53,665.1,48.49205079534923,2.8,8.6,8,Monsoon,32.19
2024-08-17,Delhi,28.6139,77.209,29.9,48.707778380532474,2.57,816.9,31.77860238700365,0.1,5.1,8,Monsoon,39.18
2024-08-18,Jaipur,26.9124,75.7873,32.7,48.151164869239544,4.79,880.1,31.65103871034129,2.5,12.0,8,Monsoon,44.22
2024-08-19,Pune,18.5204,73.8567,27.9,46.38856389744243,1.18,801.3,18.67308093431852,2.3,8.1,8,Monsoon,39.14
2024-08-20,Jaipur,26.9124,75.7873,31.9,43.01899981063637,3.19,768.7,1.9934593033945056,2.8,4.8,8,Monsoon,39.01
2024-08-21,Bangalore,12.9716,77.5946,33.2,17.098194807948538,2.69,788.3,21.23453212835312,0.8,8.3,8,Monsoon,41.81
2024-08-22,Ahmedabad,23.0225,72.5714,29.6,30.036808469867992,4.68,760.7,52.2383542072712,3.5,9.9,8,Monsoon,39.02
2024-08-23,Hyderabad,17.385,78.4867,27.8,53.41470956257254,3.98,759.9,7.619711798024877,2.9,9.1,8,Monsoon,39.63
2024-08-24,Ahmedabad,23.0225,72.5714,28.2,80.906057289149,1.31,735.9,1.4815220950913535,1.7,8.7,8,Monsoon,39.68
2024-08-25,Kolkata,22.5726,88.3639,37.6,72.65831317082443,3.83,905.8,6.922706513585062,0.3,7.5,8,Monsoon,44.36
2024-08-26,Hyderabad,17.385,78.4867,24.8,64.13716793700044,3.47,657.2,6.203139464779003,0.2,6.6,8,Monsoon,34.61
2024-08-27,Bangalore,12.9716,77.5946,29.6,27.606962929490937,5.54,780.5,41.15728585946053,0.6,6.6,8,Monsoon,38.04
2024-08-28,Delhi,28.6139,77.209,28.3,42.51570826014377,2.69,846.9,10.495102031056168,0.6,10.9,8,Monsoon,43.88
2024-08-29,Pune,18.5204,73.8567,27.4,63.455078877765914,5.66,838.1,8.282601107040318,0.3,8.9,8,Monsoon,44.15
2024-08-30,Jaipur,26.9124,75.7873,33.5,35.79290867516399,2.43,815.7,56.801293001565185,0.2,7.0,8,Monsoon,40.2
2024-08-31,Pune,18.5204,73.8567,33.2,29.117727926366364,3.1,783.9,10.945917141797059,2.1,12.0,8,Monsoon,40.79
2024-09-01,Chennai,13.0827,80.2707,30.5,66.67892016131341,4.62,733.2,18.253669645935922,0.8,9.6,9,Monsoon,36.12
2024-09-02,Pune,18.5204,73.8567,33.6,33.50104529368019,2.15,871.6,24.873123076116617,0.2,10.8,9,Monsoon,44.51
2024-09-03,Bangalore,12.9716,77.5946,27.2,53.17006150187723,3.95,664.8,19.670114595063275,0.5,6.9,9,Monsoon,34.37
2024-09-04,Chennai,13.0827,80.2707,30.3,28.714729035884687,3.45,715.7,18.137112148168463,4.0,9.1,9,Monsoon,36.78
2024-09-05,Pune,18.5204,73.8567,29.8,66.11288914258674,3.92,969.5,27.887459018992082,3.4,5.6,9,Monsoon,47.67
2024-09-06,Pune,18.5204,73.8567,33.9,34.9258736785173,4.28,507.3,34.31085688314446,2.1,10.6,9,Monsoon,27.01
2024-09-07,Chennai,13.0827,80.2707,26.4,57.45045557729301,3.16,714.8,45.430926256312176,1.9,9.1,9,Monsoon,34.96
2024-09-08,Delhi,28.6139,77.209,25.4,59.79756841300147,2.18,770.7,35.60340549208207,1.0,6.1,9,Monsoon,39.46
2024-09-09,Chennai,13.0827,80.2707,31.6,56.02356600660269,2.7,715.3,23.339835309539872,0.6,11.5,9,Monsoon,36.81
2024-09-10,Bangalore,12.9716,77.5946,33.4,58.655593079520386,3.96,962.2,30.75949170655396,1.4,7.9,9,Monsoon,49.83
2024-09-11,Jaipur,26.9124,75.7873,24.1,42.87327749400321,2.78,807.7,0.0,3.2,7.5,9,Monsoon,42.57
2024-09-12,Ahmedabad,23.0225,72.5714,34.7,55.910463640825455,5.2,809.7,8.9931960597843,0.4,7.6,9,Monsoon,42.04
2024-09-13,Kolkata,22.5726,88.3639,30.2,30.70474537808001,4.45,709.1,3.9469328171360445,2.5,5.2,9,Monsoon,35.93
2024-09-14,Delhi,28.6139,77.209,23.1,25.78998046073161,4.61,744.1,33.10573561010664,0.1,9.0,9,Monsoon,37.16
2024-09-15,Kolkata,22.5726,88.3639,37.3,36.19472883612991,4.21,667.7,0.0,1.9,8.9,9,Monsoon,34.73
2024-09-16,Bangalore,12.9716,77.5946,29.0,60.31422735257463,3.07,820.4,24.712182339507876,1.7,6.4,9,Monsoon,43.24
2024-09-17,Bangalore,12.9716,77.5946,18.8,57.55578505186873,2.57,795.0,33.585063992536995,0.9,8.6,9,Monsoon,38.61
2024-09-18,Hyderabad,17.385,78.4867,28.3,62.06338023629995,3.48,777.1,41.28735520218307,2.5,9.9,9,Monsoon,38.12
2024-09-19,Bangalore,12.9716,77.5946,27.3,52.104372985961604,3.86,749.9,34.86310942949211,1.4,6.9,9,Monsoon,38.2
2024-09-20,Bangalore,12.9716,77.5946,30.1,49.294896819765825,5.18,806.2,35.573238008865914,0.9,7.0,9,Monsoon,37.96
2024-09-21,Hyderabad,17.385,78.4867,29.5,45.14355533553513,2.14,828.9,34.95755371533565,0.5,8.3,9,Monsoon,40.15
2024-09-22,Kolkata,22.5726,88.3639,32.1,45.81377825244851,4.1,699.8,23.42831952530339,2.8,9.2,9,Monsoon,35.4
2024-09-23,Jaipur,26.9124,75.7873,28.1,32.07252368103221,5.08,862.3,9.385576081580574,1.0,11.3,9,Monsoon,43.13
2024-09-24,Ahmedabad,23.0225,72.5714,25.6,53.21269443861086,3.26,863.1,24.80344457470286,2.1,8.4,9,Monsoon,44.31
2024-09-25,Chennai,13.0827,80.2707,35.4,29.644327149545816,3.3,612.1,37.50924391547189,0.4,9.0,9,Monsoon,31.65
2024-09-26,Bangalore,12.9716,77.5946,25.8,30.678027502120287,3.15,728.4,55.99953190053771,1.3,8.2,9,Monsoon,36.13
2024-09-27,Ahmedabad,23.0225,72.5714,38.9,66.8931361581492,1.47,790.4,23.371120760707743,1.0,8.2,9,Monsoon,40.19
2024-09-28,Pune,18.5204,73.8567,32.5,58.260270138408046,4.04,824.6,0.0,1.5,6.4,9,Monsoon,40.01
2024-09-29,Pune,18.5204,73.8567,38.1,73.67740786982128,4.41,739.3,33.80880389338104,1.9,9.1,9,Monsoon,36.1
2024-09-30,Kolkata,22.5726,88.3639,31.4,26.148114956333742,4.26,810.5,15.253246821234757,1.9,12.0,9,Monsoon,40.95
2024-10-01,Bangalore,12.9716,77.5946,31.8,55.59984105545287,4.06,697.8,35.06191633785727,1.8,7.5,10,Post-Monsoon,35.33
2024-10-02,Delhi,28.6139,77.209,34.9,50.05488620175149,2.88,756.6,22.289007332003163,2.9,8.1,10,Post-Monsoon,38.1
2024-10-03,Pune,18.5204,73.8567,34.3,28.643131408930888,2.93,738.8,27.08687969608826,2.8,7.0,10,Post-Monsoon,37.97
2024-10-04,Hyderabad,17.385,78.4867,32.4,35.89446915936894,3.24,848.0,6.145375339497647,1.5,8.5,10,Post-Monsoon,41.95
2024-10-05,Delhi,28.6139,77.209,29.9,28.97080255149711,2.97,896.0,7.392794946980413,3.1,8.4,10,Post-Monsoon,46.41
2024-10-06,Jaipur,26.9124,75.7873,23.7,61.3003597407891,1.71,808.1,4.366178155445851,3.3,9.3,10,Post-Monsoon,40.87
2024-10-07,Hyderabad,17.385,78.4867,28.6,51.95243535542407,5.13,723.6,5.129183519841419,4.2,8.2,10,Post-Monsoon,36.46
2024-10-08,Pune,18.5204,73.8567,34.8,65.96326608704433,3.64,716.0,32.879671950046664,0.3,8.9,10,Post-Monsoon,35.6
2024-10-09,Kolkata,22.5726,88.3639,24.2,59.92153137869456,4.06,698.0,16.63061623760504,0.3,10.6,10,Post-Monsoon,36.9
2024-10-10,Jaipur,26.9124,75.7873,34.8,53.84184602400098,2.75,817.1,19.484241481985617,1.0,8.9,10,Post-Monsoon,40.65
2024-10-11,Jaipur,26.9124,75.7873,29.6,45.874171505046434,3.27,885.5,16.84894964463335,0.6,9.7,10,Post-Monsoon,44.14
2024-10-12,Delhi,28.6139,77.209,34.1,54.78844216250814,3.94,659.1,16.393338525199994,2.3,7.4,10,Post-Monsoon,33.55
2024-10-13,Kolkata,22.5726,88.3639,32.5,58.533878297647206,3.49,707.8,25.95506916072281,4.3,8.7,10,Post-Monsoon,36.32
2024-10-14,Jaipur,26.9124,75.7873,28.5,78.01892304737734,1.85,814.4,2.0006438310217582,1.8,7.1,10,Post-Monsoon,41.84
2024-10-15,Pune,18.5204,73.8567,33.2,36.87814285013829,4.19,762.8,31.740192604248364,4.3,8.6,10,Post-Monsoon,40.48
2024-10-16,Pune,18.5204,73.8567,29.9,47.25161474367286,1.33,713.6,42.2003600387597,1.6,6.3,10,Post-Monsoon,34.06
2024-10-17,Ahmedabad,23.0225,72.5714,30.0,70.68271584149949,4.01,896.7,20.426242548412638,5.3,12.0,10,Post-Monsoon,45.61
2024-10-18,Delhi,28.6139,77.209,31.4,56.856066074913926,4.03,914.2,22.299089267599676,2.2,10.1,10,Post-Monsoon,44.54
2024-10-19,Hyderabad,17.385,78.4867,31.5,59.44567347314059,2.86,937.2,15.51629899608842,2.4,7.4,10,Post-Monsoon,46.71
2024-10-20,Jaipur,26.9124,75.7873,25.1,56.541841075578475,3.5,713.3,20.929536927973565,5.0,6.8,10,Post-Monsoon,36.9
2024-10-21,Delhi,28.6139,77.209,29.0,72.6359458375298,3.13,851.7,20.079811368438346,0.4,9.0,10,Post-Monsoon,42.43
2024-10-22,Kolkata,22.5726,88.3639,36.5,38.449611315796965,3.05,614.7,17.943133828740642,4.2,6.3,10,Post-Monsoon,30.57
2024-10-23,Kolkata,22.5726,88.3639,30.9,47.91840063529,4.93,958.8,27.135242705626116,0.1,10.4,10,Post-Monsoon,46.68
2024-10-24,Chennai,13.0827,80.2707,30.9,76.22310511399637,3.7,722.2,53.70372965282306,0.7,8.1,10,Post-Monsoon,36.34
2024-10-25,Kolkata,22.5726,88.3639,28.3,55.45239855152423,3.42,800.8,32.041630952778206,2.2,8.3,10,Post-Monsoon,41.25
2024-10-26,Delhi,28.6139,77.209,25.2,50.523896819125945,3.81,797.5,0.0,2.8,6.6,10,Post-Monsoon,43.48
2024-10-27,Chennai,13.0827,80.2707,36.9,57.71578888834676,3.27,769.4,2.8527578738017887,0.8,8.1,10,Post-Monsoon,38.87
2024-10-28,Kolkata,22.5726,88.3639,37.0,72.75671852859219,2.5,603.8,35.10963660356312,1.8,8.7,10,Post-Monsoon,29.4
2024-10-29,Bangalore,12.9716,77.5946,21.2,33.346620319414455,3.11,1027.1,0.07196826787995647,1.6,8.4,10,Post-Monsoon,52.54
2024-10-30,Hyderabad,17.385,78.4867,21.2,44.703943643445264,1.92,669.6,0.0,3.8,9.1,10,Post-Monsoon,34.95
2024-10-31,Chennai,13.0827,80.2707,29.3,51.81243938199483,2.83,827.3,40.95419220282081,0.5,5.4,10,Post-Monsoon,40.26
2024-11-01,Delhi,28.6139,77.209,29.1,37.49569146737392,3.88,675.2,1.201961742250834,3.3,7.0,11,Post-Monsoon,32.97
2024-11-02,Hyderabad,17.385,78.4867,32.4,27.462035539540537,3.44,911.0,43.16573857221948,3.4,8.2,11,Post-Monsoon,45.05
2024-11-03,Hyderabad,17.385,78.4867,22.7,59.046256946153214,3.25,750.3,71.12586207826922,2.4,5.0,11,Post-Monsoon,36.77
2024-11-04,Chennai,13.0827,80.2707,23.3,35.311638091021294,3.62,760.8,11.465160197991153,4.3,8.9,11,Post-Monsoon,39.26
2024-11-05,Delhi,28.6139,77.209,27.8,30.846081890944895,4.91,686.9,5.935929081146718,2.3,9.1,11,Post-Monsoon,36.61
2024-11-06,Jaipur,26.9124,75.7873,29.7,46.76523385735745,3.71,796.9,26.858462793647774,3.6,9.9,11,Post-Monsoon,40.47
2024-11-07,Ahmedabad,23.0225,72.5714,35.5,44.47977291071804,2.39,693.2,37.37893178037845,3.1,9.6,11,Post-Monsoon,35.09
2024-11-08,Chennai,13.0827,80.2707,26.0,71.19637180892514,2.64,546.1,23.64862131220623,1.0,6.2,11,Post-Monsoon,28.2
2024-11-09,Ahmedabad,23.0225,72.5714,39.6,46.171609437480775,2.63,778.6,17.275343255435807,1.7,5.7,11,Post-Monsoon,37.75
2024-11-10,Hyderabad,17.385,78.4867,31.5,54.29334322475949,5.74,790.5,3.443574288138322,3.2,7.2,11,Post-Monsoon,39.12
2024-11-11,Kolkata,22.5726,88.3639,22.0,45.128579713891696,3.94,810.0,0.0,5.7,6.9,11,Post-Monsoon,41.58
2024-11-12,Bangalore,12.9716,77.5946,33.3,31.125827915533257,3.15,833.5,4.043043859154242,4.3,10.8,11,Post-Monsoon,42.64
2024-11-13,Jaipur,26.9124,75.7873,32.9,57.38001007484739,2.8,653.6,34.37235791208488,1.8,7.3,11,Post-Monsoon,32.97
2024-11-14,Pune,18.5204,73.8567,22.2,54.04313897011882,3.31,667.5,30.932024822067078,2.3,7.6,11,Post-Monsoon,33.86
2024-11-15,Kolkata,22.5726,88.3639,24.9,55.168696087745246,3.17,849.9,28.077562123419295,1.3,6.7,11,Post-Monsoon,41.44
2024-11-16,Ahmedabad,23.0225,72.5714,28.2,36.93106533450409,3.61,828.6,33.162785727209645,3.8,10.2,11,Post-Monsoon,43.0
2024-11-17,Delhi,28.6139,77.209,21.8,24.229017055311044,1.18,712.1,23.40552618016199,1.8,7.3,11,Post-Monsoon,34.7
2024-11-18,Jaipur,26.9124,75.7873,28.7,33.69981385252103,2.37,785.3,53.06273723113663,0.7,9.9,11,Post-Monsoon,40.36
2024-11-19,Hyderabad,17.385,78.4867,30.0,56.4459509084449,3.09,801.1,40.784420111491876,1.5,11.4,11,Post-Monsoon,40.16
2024-11-20,Hyderabad,17.385,78.4867,24.2,77.46669003622029,2.98,785.9,42.953578083833975,1.6,5.6,11,Post-Monsoon,38.31
2024-11-21,Pune,18.5204,73.8567,30.3,68.75634257215958,3.78,834.5,0.0,1.9,4.7,11,Post-Monsoon,42.57
2024-11-22,Ahmedabad,23.0225,72.5714,30.2,60.71816761663639,3.91,806.9,17.063224506988963,0.9,6.2,11,Post-Monsoon,39.4
2024-11-23,Ahmedabad,23.0225,72.5714,34.3,51.07439941321698,4.21,688.6,9.861315438905288,3.7,7.3,11,Post-Monsoon,36.64
2024-11-24,Delhi,28.6139,77.209,26.2,57.65065485749382,4.68,675.4,22.851551149904008,1.3,7.0,11,Post-Monsoon,32.65
2024-11-25,Jaipur,26.9124,75.7873,25.4,59.05489527408373,4.24,592.4,34.25104960784502,2.3,7.0,11,Post-Monsoon,28.74
2024-11-26,Hyderabad,17.385,78.4867,34.5,60.14234885735141,4.81,649.7,33.967680060119655,3.4,6.6,11,Post-Monsoon,31.88
2024-11-27,Ahmedabad,23.0225,72.5714,31.6,59.681271069272476,4.89,752.9,28.18468849353036,2.6,7.3,11,Post-Monsoon,38.35
2024-11-28,Hyderabad,17.385,78.4867,31.9,37.38988817049911,2.8,766.8,31.20065642860038,1.0,8.9,11,Post-Monsoon,37.8
2024-11-29,Kolkata,22.5726,88.3639,27.2,61.889971697220936,3.05,794.3,33.70458204924668,1.0,10.2,11,Post-Monsoon,40.23
2024-11-30,Pune,18.5204,73.8567,22.1,68.84849235239908,3.33,925.6,0.0,2.9,7.7,11,Post-Monsoon,46.96
2024-12-01,Chennai,13.0827,80.2707,25.9,53.323410933206794,4.35,828.0,18.143928585945424,0.8,9.8,12,Winter,40.6
2024-12-02,Ahmedabad,23.0225,72.5714,29.3,46.3156822383582,1.14,876.0,35.07925386024731,2.5,9.6,12,Winter,45.18
2024-12-03,Chennai,13.0827,80.2707,31.8,46.31856357257543,3.98,718.6,3.4710790017124644,1.0,6.9,12,Winter,37.5
2024-12-04,Jaipur,26.9124,75.7873,31.5,69.29736501656754,2.4,705.9,60.41263901212835,0.1,10.6,12,Winter,34.92
2024-12-05,Bangalore,12.9716,77.5946,25.9,42.827301681608674,4.21,787.5,42.43741103743966,2.4,11.2,12,Winter,41.17
2024-12-06,Pune,18.5204,73.8567,25.8,65.91146777400724,2.22,728.1,25.999706563954625,1.9,5.6,12,Winter,35.8
2024-12-07,Jaipur,26.9124,75.7873,30.4,47.940449751854395,3.64,727.6,35.298120814367294,0.6,8.7,12,Winter,36.09
2024-12-08,Delhi,28.6139,77.209,36.4,71.7329817763165,3.21,858.9,15.698724213094787,1.9,7.5,12,Winter,43.46
2024-12-09,Kolkata,22.5726,88.3639,32.1,45.748481955507216,3.0,882.0,19.539821270920953,1.5,10.6,12,Winter,44.17
2024-12-10,Kolkata,22.5726,88.3639,37.5,30.995202253736185,5.0,861.2,35.85761522381691,1.5,11.5,12,Winter,44.14
2024-12-11,Kolkata,22.5726,88.3639,30.3,66.91012546996743,3.26,907.3,10.665004140820539,0.7,9.4,12,Winter,46.3
2024-12-12,Jaipur,26.9124,75.7873,25.9,36.205400308099925,3.1,802.1,34.428062374039406,0.5,9.7,12,Winter,41.86
2024-12-13,Kolkata,22.5726,88.3639,26.6,34.44230431677245,4.31,709.3,37.10253939879323,1.2,12.0,12,Winter,36.31
2024-12-14,Pune,18.5204,73.8567,27.3,27.47266964775237,3.29,727.4,24.095094741711883,0.1,12.0,12,Winter,36.6
2024-12-15,Ahmedabad,23.0225,72.5714,30.3,62.715542270055046,5.28,491.3,37.63374573378598,0.9,8.7,12,Winter,23.17
2024-12-16,Bangalore,12.9716,77.5946,27.5,47.695843929307486,3.43,762.9,20.824921163153473,0.4,3.3,12,Winter,37.03
2024-12-17,Hyderabad,17.385,78.4867,30.9,56.520858529254,5.52,751.1,7.850609390925012,1.5,7.0,12,Winter,37.88
2024-12-18,Pune,18.5204,73.8567,34.2,54.18925380134362,3.51,710.9,22.831064329674962,0.6,12.0,12,Winter,35.77
2024-12-19,Delhi,28.6139,77.209,30.6,60.40014583026709,2.51,700.8,30.641363169969438,1.2,7.0,12,Winter,35.19
2024-12-20,Delhi,28.6139,77.209,34.3,19.816899762175485,2.57,734.9,7.880340293708148,0.2,10.4,12,Winter,38.99
2024-12-21,Pune,18.5204,73.8567,32.7,53.79785704522047,3.91,788.2,4.244055348614996,0.7,8.9,12,Winter,40.45
2024-12-22,Pune,18.5204,73.8567,35.7,47.171098285142634,1.84,828.2,22.702501668403503,3.3,7.7,12,Winter,43.55
2024-12-23,Hyderabad,17.385,78.4867,27.1,39.40036511366405,3.81,793.1,28.463758071223562,2.3,8.2,12,Winter,40.21
2024-12-24,Hyderabad,17.385,78.4867,33.9,54.389588879506164,4.08,768.5,19.100056329372023,0.9,9.4,12,Winter,39.35
2024-12-25,Bangalore,12.9716,77.5946,25.9,72.48048600150497,3.24,763.4,19.5113991861247,0.1,10.0,12,Winter,39.54
2024-12-26,Kolkata,22.5726,88.3639,38.7,58.108795836877384,0.01,856.7,31.806982725236065,4.2,12.0,12,Winter,44.57
2024-12-27,Pune,18.5204,73.8567,28.5,51.41329415818878,3.34,834.1,27.522877082696375,0.6,11.9,12,Winter,44.58
2024-12-28,Ahmedabad,23.0225,72.5714,28.4,73.18899597285484,3.86,881.5,36.085661667992504,2.4,9.5,12,Winter,42.54
2024-12-29,Chennai,13.0827,80.2707,27.1,51.344138842516024,3.82,673.4,32.47423492997355,1.4,8.2,12,Winter,35.53
2024-12-30,Pune,18.5204,73.8567,32.8,55.69342722544161,3.74,723.5,6.530920403213024,1.4,10.5,12,Winter,39.06
2024-12-31,Chennai,13.0827,80.2707,35.4,42.10728155804202,2.69,612.7,50.76061389397162,3.1,9.3,12,Winter,30.4
2025-01-01,Pune,18.5204,73.8567,40.9,64.11408798975322,1.2,699.0,7.8364075502805655,0.8,7.7,1,Winter,36.66
2025-01-02,Pune,18.5204,73.8567,30.0,45.4967538901629,2.49,865.7,13.13603477812766,1.5,8.0,1,Winter,45.12
2025-01-03,Bangalore,12.9716,77.5946,36.2,42.96292924381074,4.5,885.4,14.176492575225177,0.2,8.4,1,Winter,43.73
2025-01-04,Ahmedabad,23.0225,72.5714,31.9,35.03287554324864,4.33,830.6,29.79791197887713,2.5,10.4,1,Winter,43.25
2025-01-05,Kolkata,22.5726,88.3639,30.4,45.33407263668797,2.63,584.0,37.75130642331842,0.2,8.7,1,Winter,30.11
2025-01-06,Kolkata,22.5726,88.3639,31.0,60.34901319304963,4.46,734.0,31.54032082354894,1.9,10.0,1,Winter,38.94
2025-01-07,Pune,18.5204,73.8567,25.6,77.34792063413116,2.81,768.5,41.661556177168194,1.0,9.4,1,Winter,37.4
2025-01-08,Chennai,13.0827,80.2707,19.2,47.72454449227072,1.27,805.0,8.110418714443071,1.2,10.2,1,Winter,42.48
2025-01-09,Chennai,13.0827,80.2707,31.4,37.56441324551992,4.84,629.2,26.29630297251019,1.6,8.4,1,Winter,31.13
2025-01-10,Hyderabad,17.385,78.4867,31.6,39.826009945897525,3.45,708.1,29.710696926924793,0.5,7.5,1,Winter,34.82
2025-01-11,Chennai,13.0827,80.2707,33.2,44.36798032154937,3.45,906.2,20.65849414325569,1.3,10.5,1,Winter,46.33
2025-01-12,Chennai,13.0827,80.2707,22.5,44.51201378245713,3.53,699.1,37.03893598604804,3.2,9.6,1,Winter,34.72
2025-01-13,Hyderabad,17.385,78.4867,26.3,26.730214809803492,3.63,823.7,7.0253789703087755,0.0,10.3,1,Winter,43.25
2025-01-14,Ahmedabad,23.0225,72.5714,27.2,50.526945721564154,4.07,647.4,59.89530887417708,3.2,7.4,1,Winter,31.53
2025-01-15,Pune,18.5204,73.8567,32.7,46.66762319973131,5.95,904.5,24.68191584609401,0.6,8.5,1,Winter,45.33
2025-01-16,Ahmedabad,23.0225,72.5714,28.1,60.54019448484653,1.06,671.6,43.400805842611696,2.7,11.9,1,Winter,32.75
2025-01-17,Jaipur,26.9124,75.7873,26.7,53.187589028325306,3.33,830.5,42.191154104336874,1.8,9.0,1,Winter,40.35
2025-01-18,Bangalore,12.9716,77.5946,28.7,74.1401668895917,1.84,848.5,26.12180622236531,1.7,6.3,1,Winter,42.26
2025-01-19,Ahmedabad,23.0225,72.5714,24.4,19.238503133251506,3.12,726.9,29.58982666823018,5.3,7.5,1,Winter,35.75
2025-01-20,Pune,18.5204,73.8567,27.3,54.041973653295614,2.81,925.8,7.4904879453346425,3.4,11.4,1,Winter,47.03
2025-01-21,Chennai,13.0827,80.2707,27.0,45.46160769543929,5.02,883.3,30.79503983319988,3.4,8.7,1,Winter,43.54
2025-01-22,Pune,18.5204,73.8567,23.7,81.78481109825312,3.89,643.1,21.082889928163123,0.0,10.5,1,Winter,30.9
2025-01-23,Chennai,13.0827,80.2707,33.3,79.02916596200119,3.01,921.5,27.13682386308891,0.8,6.4,1,Winter,44.61
2025-01-24,Ahmedabad,23.0225,72.5714,33.0,67.94260554820339,3.11,893.6,31.49122011686182,0.8,9.5,1,Winter,44.64
2025-01-25,Pune,18.5204,73.8567,30.5,40.32323058333929,2.91,848.0,23.337832483314312,2.9,7.3,1,Winter,43.97
2025-01-26,Bangalore,12.9716,77.5946,20.9,41.00758076164786,3.04,546.2,35.41333316512493,1.0,9.9,1,Winter,27.45
2025-01-27,Chennai,13.0827,80.2707,38.3,56.14794049187642,2.83,689.6,6.876216486183122,1.4,10.4,1,Winter,36.0
2025-01-28,Jaipur,26.9124,75.7873,31.6,19.426202684918753,2.99,811.2,0.0,0.5,10.7,1,Winter,40.45
2025-01-29,Hyderabad,17.385,78.4867,32.3,64.88962662062386,2.09,656.0,42.55780327898614,1.6,11.8,1,Winter,32.95
